date,tmax_C,tmin_C,rain_mm,hum%_9AM,hum%_3PM,windsp_9AM,winddir_9AM,windsp_3PM,winddir_3PM
18/04/2020,28.8,18.8,0,71,54,2,140,6,110
19/04/2020,30.5,20,7.4,74,47,3,140,4,90
20/04/2020,25,16.4,1.3,91,46,3,270,2,250
21/04/2020,27.8,15.4,0.099,75,70,3,180,2,340
22/04/2020,27.6,11.8,0,75,53,6,140,6,20
23/04/2020,29.2,10.7,0.099,75,60,4,140,3,110
24/04/2020,29.5,12,0,87,50,3,90,7,90
25/04/2020,30,11.3,0,73,47,3,90,4,90
26/04/2020,30.4,12,0,71,46,4,90,5,90
27/04/2020,30.7,11.5,5.9,87,49,6,90,6,90
28/04/2020,28,10.7,0.099,81,48,2,230,6,140
29/04/2020,30,11,0,85,58,4,160,5,110
30/04/2020,27,11.6,0,76,50,3,140,2,90
01/05/2020,29.6,11.5,0,72,56,4,110,6,90
02/05/2020,27.3,18.6,0,85,45,4,90,4,90
03/05/2020,30.1,19.4,0,84,52,4,250,8,110
04/05/2020,30.8,12.5,0,68,48,6,160,8,140
05/05/2020,30.5,15,0,73,55,6,140,5,90
06/05/2020,30.6,19.6,0,81,48,4,110,6,110
07/05/2020,30.5,21.2,0.7,75,48,5,110,10,110
08/05/2020,29.1,20,0,78,54,12,90,7,110
09/05/2020,30,20.2,14.2,84,48,2,90,8,160
10/05/2020,29,13.8,1.2,85,47,2,270,8,140
11/05/2020,30,14.8,20.3,80,49,6,290,4,90
12/05/2020,28.7,12,0,85,54,4,270,5,90
13/05/2020,29.5,13,0,69,57,4,90,5,110
14/05/2020,30,14.2,2.2,70,49,4,250,10,90
15/05/2020,28,13.8,0.4,87,51,5,340,6,180
16/05/2020,28,14,0,83,51,2,270,8,140
17/05/2020,30,13.9,19.6,81,43,4,110,8,90
18/05/2020,27.4,20,0,83,57,3,140,7,90
19/05/2020,29,19.6,0,77,54,3,70,4,90
20/05/2020,29.3,19.6,3.6,80,52,5,110,7,90
21/05/2020,29,19.4,5.2,94,48,4,290,8,110
22/05/2020,22.2,13.5,28.6,86,90,2,290,3,20
23/05/2020,27.7,13,0.6,92,53,4,140,8,140
24/05/2020,29,20,0,88,44,2,110,5,90
25/05/2020,29.7,19,0,72,43,4,250,4,90
26/05/2020,30.5,20,0,66,49,2,110,0,0
27/05/2020,30,19.8,0,76,44,4,160,8,110
28/05/2020,30.1,20.6,24.6,75,48,4,140,10,90
29/05/2020,27.7,19.4,0.1,71,63,5,160,8,90
30/05/2020,28.5,21.3,1,90,53,2,90,5,140
31/05/2020,28.3,19.6,0,88,55,2,270,5,90
01/06/2020,29.3,20,0,74,47,4,110,8,110
02/06/2020,29.5,19.2,0.099,75,48,4,110,12,140
03/06/2020,29.5,21.6,0.099,76,64,4,50,9,160
04/06/2020,28.6,21,0,80,47,8,160,9,140
05/06/2020,29,20.6,0,81,46,3,110,8,160
06/06/2020,29.2,19.8,0,76,51,3,250,4,290
07/06/2020,28.8,19.4,38.5,74,88,4,340,5,250
08/06/2020,27,18.6,26.8,91,95,7,110,4,90
09/06/2020,27.8,18.7,11.2,75,55,4,160,6,110
10/06/2020,27.5,19.8,0.099,90,48,6,340,3,90
11/06/2020,26.8,20,0.1,83,59,9,250,6,270
12/06/2020,28.7,19,14,87,52,3,160,5,20
13/06/2020,29.5,18.8,35.4,79,53,5,200,4,340
14/06/2020,27,18.6,5.4,79,65,2,110,8,250
15/06/2020,28,19.8,0.099,86,60,4,160,8,140
16/06/2020,27.5,19,0.099,86,59,4,140,5,90
17/06/2020,27,19.8,0,91,59,8,90,3,110
18/06/2020,27.8,19.4,5,80,57,4,290,5,90
19/06/2020,26.4,19,0.099,92,58,1,250,5,70
20/06/2020,25.2,19.8,2.5,83,84,5,250,4,50
21/06/2020,28,20,0.7,87,57,4,250,8,270
22/06/2020,28.5,20.4,20.3,81,58,6,290,4,270
23/06/2020,27.8,19.8,0,84,59,3,340,3,140
24/06/2020,28.3,21,0.1,80,54,2,90,7,110
25/06/2020,27.8,20,0.2,92,56,0,0,8,90
26/06/2020,25.1,19.4,0.4,92,84,4,50,6,140
27/06/2020,27.6,19,1.2,80,55,2,110,8,90
28/06/2020,27.8,21,0,81,52,2,110,2,110
29/06/2020,28.3,19.4,0,79,49,4,110,8,90
30/06/2020,29.4,19.4,0.6,76,46,4,140,7,90
01/07/2020,28,19.8,8.5,96,53,4,20,5,90
02/07/2020,26.8,19.6,0,90,60,7,250,6,140
03/07/2020,27.4,20.2,0,80,53,2,110,9,160
04/07/2020,28.7,20.6,0,78,48,6,110,4,110
05/07/2020,28.7,20.4,0,80,48,8,250,7,110
06/07/2020,21.1,19.8,59.9,91,94,5,110,2,90
07/07/2020,25.6,20.4,4.5,87,78,3,250,5,140
08/07/2020,24,21,0.8,94,62,2,110,2,180
09/07/2020,26.5,20.6,0.2,86,62,3,90,5,50
10/07/2020,28,21.4,18.4,84,51,2,90,7,90
11/07/2020,26.5,19.4,0,81,68,4,230,6,70
12/07/2020,27.4,19.6,1.1,83,68,4,270,12,250
13/07/2020,27,19.4,33.7,94,60,5,340,7,90
14/07/2020,26.1,19.6,23.2,75,64,4,340,4,290
15/07/2020,25.8,20.8,0,82,64,2,160,5,70
16/07/2020,26.2,20.6,13.1,94,68,2,20,4,90
17/07/2020,26,20.6,0.7,93,66,4,200,6,90
18/07/2020,22.4,21,1.8,94,80,4,270,4,110
19/07/2020,25.6,18.6,0,97,56,3,250,5,140
20/07/2020,26,20.4,0,89,55,4,340,4,110
21/07/2020,25,20,3.2,90,70,2,270,3,140
22/07/2020,26,21.1,6.4,80,71,2,270,4,250
23/07/2020,27,21,1,82,57,3,180,6,160
24/07/2020,27.8,22,37.1,87,46,6,250,10,70
25/07/2020,28.7,20.4,9,89,88,4,140,6,110
26/07/2020,25.7,20.3,0.099,88,61,5,250,14,70
27/07/2020,25.4,21.8,2.4,91,80,4,290,8,180
28/07/2020,20,21,21.1,88,92,2,160,6,140
29/07/2020,25.5,20,7.3,91,68,3,250,7,70
30/07/2020,26.1,20.8,0.6,90,67,4,270,6,90
31/07/2020,27.2,20.2,0,82,58,4,110,4,90
01/08/2020,28.2,21.4,0,83,58,1,70,7,110
02/08/2020,27.2,20.6,25.9,83,94,4,290,6,320
03/08/2020,25.6,20.8,0.099,93,57,4,250,7,160
04/08/2020,25.7,21.6,9.1,92,68,5,110,4,90
05/08/2020,24.6,21,60.6,90,78,6,250,12,250
06/08/2020,26.6,20.2,17.6,91,93,5,340,4,90
07/08/2020,27.3,20,3.6,91,59,4,270,6,70
08/08/2020,27.2,20.3,18,86,56,1,290,8,320
09/08/2020,26.2,21.4,2.2,91,70,4,320,11,250
10/08/2020,24.5,22,5.7,92,90,3,270,3,160
11/08/2020,28.7,20.8,16.6,89,59,4,270,5,360
12/08/2020,28.6,19.6,0,83,56,4,290,6,340
13/08/2020,27.8,15.5,1.8,85,56,8,290,6,320
14/08/2020,28,16,0,81,52,6,290,4,290
15/08/2020,26.6,15,7.1,75,86,4,320,6,270
16/08/2020,26.5,15,28.8,88,88,4,250,7,290
17/08/2020,26.5,15.5,21.1,84,92,6,270,12,140
18/08/2020,27.2,15,24.9,80,68,2,50,6,70
19/08/2020,27,15.5,9.3,95,64,3,110,8,70
20/08/2020,26.2,17.2,17.4,83,88,2,270,8,90
21/08/2020,27.2,19.6,34.3,91,63,8,160,6,70
22/08/2020,27.3,17.5,4.5,95,64,3,270,3,50
23/08/2020,26.8,18.6,2.5,87,65,5,270,4,90
24/08/2020,26.5,20.1,0,93,68,6,250,4,290
25/08/2020,25.5,20.2,0,98,65,2,90,3,70
26/08/2020,27.2,20.2,0,86,54,2,50,8,70
27/08/2020,27.7,20,19.8,80,64,6,320,6,70
28/08/2020,29,18.1,13.3,86,54,4,290,5,340
29/08/2020,20.5,14.7,0.8,95,66,6,250,5,290
30/08/2020,27.2,14.7,0,85,64,4,90,4,90
31/08/2020,26.8,18,0.099,97,54,2,250,6,320
01/09/2020,27.1,19.5,0.099,88,57,8,140,6,160
02/09/2020,27.2,19.8,0,83,53,2,160,12,140
03/09/2020,26.8,20.1,0,83,57,4,320,8,110
04/09/2020,28.7,20,10.2,74,57,2,290,5,50
05/09/2020,29.3,15.8,26.1,84,53,5,110,4,250
06/09/2020,26.5,17.7,2.8,93,90,7,250,4,290
07/09/2020,26,19.2,0,91,60,2,340,8,20
08/09/2020,26.4,20,0,87,58,2,160,6,110
09/09/2020,26.5,20.2,4.8,88,61,3,140,6,90
10/09/2020,27.2,20.3,3.9,86,58,3,160,7,70
11/09/2020,25.8,20.2,21.8,91,89,4,290,5,250
12/09/2020,26,19.2,25.8,67,67,4,270,4,270
13/09/2020,27,20.1,4.6,88,58,2,90,5,90
14/09/2020,27,18.7,0.3,93,60,4,270,4,140
15/09/2020,28.2,19.8,13.1,93,54,6,160,4,90
16/09/2020,27,20,0.099,93,67,5,270,6,70
17/09/2020,28.1,20,0,88,66,4,90,4,70
18/09/2020,28,19.8,44.2,83,54,2,90,4,70
19/09/2020,27.2,19.5,3.4,75,63,6,270,8,50
20/09/2020,28.5,19,34.3,76,53,2,270,6,270
21/09/2020,28,17.5,0,87,56,3,90,3,90
22/09/2020,28,19.6,0.099,83,58,5,270,6,90
23/09/2020,27.4,18.8,32.7,81,59,4,250,3,270
24/09/2020,26.2,19.5,0.099,90,63,5,250,6,140
25/09/2020,27,19.8,4,91,54,4,290,8,270
26/09/2020,26.5,19.3,0.3,57,80,6,270,3,290
27/09/2020,27.5,19.5,3.4,82,58,3,270,7,360
28/09/2020,28.1,15.8,6.1,91,53,8,270,4,90
29/09/2020,26,15.5,9.5,79,67,5,270,4,50
30/09/2020,27.2,15.5,0.2,84,63,7,270,4,230
01/10/2020,27,15.3,0,85,57,2,250,3,90
02/10/2020,28.4,18,2.7,84,52,4,250,6,90
03/10/2020,25.5,19.4,6.4,83,72,9,270,4,250
04/10/2020,27,19.7,0.1,76,60,3,50,4,70
05/10/2020,27.9,20.3,0,82,60,4,320,5,90
06/10/2020,28.8,19.6,0,75,51,3,20,6,70
07/10/2020,29,17,0,74,53,8,340,12,90
08/10/2020,28.4,15,12.2,83,50,2,290,4,110
09/10/2020,27.5,15.2,0.2,83,57,6,270,9,270
10/10/2020,27.5,15.6,0.099,93,64,4,270,3,270
11/10/2020,28.3,15.5,41.2,75,62,3,250,4,90
12/10/2020,27.6,14.6,66.4,93,54,3,290,6,320
13/10/2020,26.8,14.4,0.099,80,56,6,290,8,290
14/10/2020,27,15.7,0,88,59,2,290,3,90
15/10/2020,27,14.5,0,78,58,4,160,6,90
16/10/2020,28.5,15.5,0,80,51,2,270,3,160
17/10/2020,25.5,16,28.6,88,91,4,160,3,270
18/10/2020,26.7,15.5,0.9,94,62,4,340,5,20
19/10/2020,28,15.6,75.3,91,53,0,0,2,90
20/10/2020,27.5,15.6,2.8,77,55,3,180,5,90
21/10/2020,27,19,4.9,80,50,8,200,5,110
22/10/2020,27.3,18.5,0.8,93,60,4,250,6,70
23/10/2020,27.1,19.6,29.8,96,62,4,240,3,140
24/10/2020,28.3,19.3,0,86,60,2,270,6,70
25/10/2020,28.2,20.5,33.2,85,54,5,50,2,90
26/10/2020,28.2,14.2,0,93,56,4,180,2,250
27/10/2020,26.8,15.2,0,50,62,2,270,2,270
28/10/2020,27.8,15.2,4.5,74,58,3,270,8,90
29/10/2020,27.3,15.3,24.9,84,62,4,90,7,90
30/10/2020,24.8,14.7,0.7,96,71,5,250,6,90
31/10/2020,27,15.7,0.6,84,60,4,90,10,90
01/11/2020,27.1,17.1,5.5,80,58,3,90,5,90
02/11/2020,28.4,18.2,5.9,74,55,8,90,7,90
03/11/2020,27.8,19,1,80,59,5,20,8,90
04/11/2020,28.7,20,0,65,51,4,70,6,90
05/11/2020,28.8,16,17.8,68,54,2,110,4,90
06/11/2020,27.5,15.6,55.6,81,62,4,270,4,160
07/11/2020,26.3,14,0,88,66,2,250,4,110
08/11/2020,26.7,15.7,10.5,89,59,5,160,5,90
09/11/2020,26.9,15.1,1.6,87,63,0,0,6,70
10/11/2020,27.2,15.9,14.4,81,56,7,70,3,90
11/11/2020,25.5,14.5,4.1,78,53,4,270,3,140
12/11/2020,27,15,0,85,61,3,110,5,90
13/11/2020,28.3,16.3,15.4,79,54,6,90,6,90
14/11/2020,27,19.8,17.7,84,64,5,140,5,140
15/11/2020,27.1,19.5,0,80,58,3,270,6,250
16/11/2020,26,17,11.3,85,62,5,250,7,360
17/11/2020,27,19.8,0,79,57,3,70,6,70
18/11/2020,28.2,20.2,0,78,46,5,250,6,140
19/11/2020,28,19.6,0,72,54,2,160,6,70
20/11/2020,28,16.2,0,86,50,2,140,12,110
21/11/2020,28.4,17,0,79,52,2,340,4,70
22/11/2020,28,15,5.7,62,49,1,50,7,50
23/11/2020,28,14.6,0,79,55,4,110,7,70
24/11/2020,28.6,15.1,0,71,57,3,50,6,110
25/11/2020,26.7,15.7,0,80,64,4,250,4,70
26/11/2020,29,14.5,27.3,59,49,6,160,5,50
27/11/2020,27,15.3,0.4,89,67,6,250,3,70
28/11/2020,28.2,16.5,29.2,78,56,3,360,8,70
29/11/2020,25.2,18.1,2.9,94,67,4,70,4,70
30/11/2020,27,20,0,71,53,3,250,4,140
01/12/2020,28.6,14.8,0,79,47,2,70,11,140
02/12/2020,28.4,15,0,66,47,2,270,8,20
03/12/2020,28,15.4,0,63,55,4,50,5,90
04/12/2020,28.2,14.7,34.8,79,48,3,340,7,140
05/12/2020,27.8,14.3,0,89,49,5,250,5,250
06/12/2020,27.8,14.4,0,77,49,2,290,5,90
07/12/2020,29.2,13.6,0.099,64,43,4,340,8,70
08/12/2020,28.8,12.9,0.099,72,54,1,250,8,140
09/12/2020,27.8,12,0,71,51,4,140,6,140
10/12/2020,29.3,11.5,0,60,49,6,110,7,90
11/12/2020,29.2,11.1,0,71,37,6,250,6,70
12/12/2020,29,11,0,76,46,6,160,2,160
13/12/2020,29.2,10.9,0,54,42,2,110,6,140
14/12/2020,29.5,10.9,0,68,34,2,110,5,70
15/12/2020,29.8,11.1,0,82,29,4,290,12,90
16/12/2020,29.6,11,0,61,28,4,290,4,50
17/12/2020,30,11.2,0,59,33,4,20,8,70
18/12/2020,29.1,10.8,0,60,38,2,290,5,270
19/12/2020,29.5,11,0,72,37,4,250,3,70
20/12/2020,29.4,10.6,0,66,36,5,250,6,70
21/12/2020,29.6,12.5,0.099,57,42,7,250,5,90
22/12/2020,29.8,12,0,71,40,4,110,8,140
23/12/2020,29.6,11.8,0,67,39,2,70,8,90
24/12/2020,31,12.5,0,62,36,2,340,8,160
25/12/2020,30.6,12,0,70,41,2,270,5,50
26/12/2020,31,11.7,0,69,41,4,290,6,50
27/12/2020,31,12.5,0,65,34,4,340,7,50
28/12/2020,30.4,10.9,0,70,26,2,340,10,110
29/12/2020,30.2,11.5,0,53,30,4,70,10,90
30/12/2020,31.2,11,0,49,33,4,90,6,90
31/12/2020,30.5,11.8,0,56,36,6,320,8,70
01/01/2021,30.5,11.6,0.099,71,38,2,270,6,70
02/01/2021,31,12.5,0,62,36,6,290,8,50
03/01/2021,32,11.2,0,65,36,2,270,6,140
04/01/2021,29.8,11.8,0,70,38,4,270,9,90
05/01/2021,30,11.5,0,82,36,2,270,6,70
06/01/2021,31,10.8,0,62,35,2,250,8,110
07/01/2021,31.2,11.7,0,55,33,2,290,6,50
08/01/2021,32.2,12.4,0,58,33,4,340,12,50
09/01/2021,30,11.6,0,78,37,7,70,7,340
10/01/2021,30.1,10.2,0,84,41,5,250,5,340
11/01/2021,30.5,10.8,0,58,40,4,340,8,320
12/01/2021,30,12,0,54,30,6,140,8,270
13/01/2021,31.4,13,0,52,32,6,90,4,290
14/01/2021,31.6,11,0,48,27,2,70,2,270
15/01/2021,32,12.1,0,50,40,8,250,4,290
16/01/2021,29.8,12,0,52,37,8,90,12,50
17/01/2021,31,11.6,0,56,33,8,160,14,90
18/01/2021,31.4,11.8,0,48,30,6,340,14,50
19/01/2021,32,10.8,0,50,25,4,320,8,70
20/01/2021,31.2,12,0,41,27,2,50,4,70
21/01/2021,30.4,10.8,0,53,25,4,290,4,70
22/01/2021,30.1,10.4,0,55,30,4,270,6,70
23/01/2021,29.5,12.3,0,58,36,7,250,5,70
24/01/2021,31,12,0,57,35,9,70,5,50
25/01/2021,30.7,11.5,0,75,44,4,250,9,70
26/01/2021,31.1,10,0,75,36,0,0,7,110
27/01/2021,30,11.3,0,68,33,0,0,12,90
28/01/2021,32.4,11.4,0,53,27,2,50,6,140
29/01/2021,31.6,10,0,72,28,2,160,8,20
30/01/2021,32.5,10.7,0,70,23,6,140,12,70
31/01/2021,31.9,11,0,61,27,4,270,6,50
01/02/2021,30.5,13.2,0,74,35,2,270,4,290
02/02/2021,31.5,11.4,0,67,26,4,290,8,270
03/02/2021,32.1,10.5,0,68,25,4,340,6,90
04/02/2021,32.7,10.3,0,59,25,4,250,5,70
05/02/2021,33.7,11,0,64,39,4,250,8,340
06/02/2021,30.5,18,0,67,20,4,270,4,50
07/02/2021,31,15.8,0,58,18,5,270,3,270
08/02/2021,31.5,14.8,0,60,21,5,270,7,360
09/02/2021,32,11,0,55,24,3,270,3,360
10/02/2021,33.5,11.2,0,53,27,5,270,8,320
11/02/2021,32.5,14,0,59,23,11,270,7,270
12/02/2021,33.4,12.8,0,63,26,4,250,3,140
13/02/2021,33.4,13.5,0,70,28,3,270,4,290
14/02/2021,33.2,13,0,69,34,0,0,3,160
15/02/2021,33.2,14.5,0.2,68,33,3,270,8,110
16/02/2021,31.6,15.5,0,71,37,9,250,7,90
17/02/2021,31.5,14.6,0,83,56,3,270,4,360
18/02/2021,31.5,13.3,0,62,23,8,290,5,360
19/02/2021,29.5,10.5,0,42,19,5,270,8,290
20/02/2021,31.5,10.2,0,52,21,10,270,3,90
21/02/2021,31.5,10.5,0,57,57,4,270,7,250
22/02/2021,32,11,0,62,62,3,250,4,50
23/02/2021,31.4,12.5,0,46,56,4,90,6,50
24/02/2021,32.5,13.2,0,45,45,6,290,7,50
25/02/2021,32.3,11,0,45,44,4,340,0,0
26/02/2021,32.5,11.2,0,40,39,4,290,4,90
27/02/2021,32.7,14.2,0,41,46,4,270,6,50
28/02/2021,33,13.4,0,46,45,4,270,2,70
01/03/2021,33,13.4,0,32,22,6,20,8,20
02/03/2021,33.6,14,0,28,19,4,50,6,110
03/03/2021,33.1,13.8,0,41,29,4,290,4,50
04/03/2021,33.8,13,0,61,23,4,250,4,50
05/03/2021,33.2,12,0.099,61,27,0,0,10,50
06/03/2021,32.5,12.4,0,62,31,4,110,4,50
07/03/2021,32.5,13.4,0,55,29,7,250,4,90
08/03/2021,30.2,18,0,73,39,14,250,6,270
09/03/2021,31.5,17.6,0,75,37,5,140,2,110
10/03/2021,32.2,19,0,61,32,4,160,12,110
11/03/2021,33.7,19,0,61,26,5,140,10,90
12/03/2021,34,21.2,0,45,23,3,140,6,90
13/03/2021,34.5,21.3,0,51,22,4,90,7,90
14/03/2021,32.2,19.6,0,69,31,7,250,4,90
15/03/2021,29.2,19,0,65,24,3,270,4,340
16/03/2021,32.6,18.4,1.2,58,33,2,90,10,90
17/03/2021,29.8,16.6,51.4,78,67,0,0,6,110
18/03/2021,29,14.4,0.099,88,53,4,250,6,20
19/03/2021,30,17,4.8,67,45,2,110,6,50
20/03/2021,31,17.8,0.4,73,39,6,140,12,110
21/03/2021,31.2,19,1.1,58,49,2,140,8,140
22/03/2021,30.5,17.2,0,81,47,8,270,4,110
23/03/2021,31,18.6,0,74,39,5,250,6,90
24/03/2021,31,18.5,0,73,33,3,160,9,110
25/03/2021,31.8,18.6,0.4,61,29,4,270,3,90
26/03/2021,31.2,17.7,0,78,43,6,250,9,340
27/03/2021,28.5,15.3,0,83,43,6,250,4,360
28/03/2021,30.2,17,0,69,40,4,270,3,360
29/03/2021,31,19.3,0,42,33,2,290,6,90
30/03/2021,28.5,18.2,0,74,50,4,250,2,90
31/03/2021,31,19,11.8,66,49,5,90,9,70
01/04/2021,30.5,18,9.8,62,32,6,140,5,140
02/04/2021,30.2,17.4,0,65,30,4,20,4,110
03/04/2021,30.6,17,0,73,35,4,160,7,50
04/04/2021,30.5,17.8,0,69,42,2,250,11,110
05/04/2021,31,17.5,0,82,42,2,140,12,50
06/04/2021,30.7,18,0.099,66,38,6,110,12,110
07/04/2021,30,17.2,0,85,41,2,140,14,140
08/04/2021,31.2,19.2,3,60,37,8,140,7,160
09/04/2021,31.3,17,0,66,37,4,250,5,90
10/04/2021,31,18.2,3.4,73,37,2,360,7,70
11/04/2021,29.3,17.2,0,72,46,6,110,7,90
12/04/2021,29.4,16.5,9.2,70,47,5,250,12,140
13/04/2021,29.8,17.1,0,87,42,2,110,8,140
14/04/2021,29.5,17.6,0,84,42,2,140,12,110
15/04/2021,30,17.8,0,72,46,2,160,6,70
16/04/2021,29.5,17.8,0,69,48,4,90,6,90
17/04/2021,31,18.9,0,82,39,3,140,8,90
18/04/2021,31,18,0,62,39,5,90,8,70
19/04/2021,29.5,18.8,0,74,41,8,160,16,110
20/04/2021,31.2,20,0,71,46,2,140,14,140
21/04/2021,29,19,0,77,48,12,270,7,140
22/04/2021,30,19,0,80,47,5,110,10,90
23/04/2021,30.1,16.6,3.4,70,46,7,140,6,160
24/04/2021,29.4,17.5,44.2,72,48,3,270,8,90
25/04/2021,24,15.6,6.2,82,69,6,250,8,110
26/04/2021,27.4,16.9,7.4,75,58,2,110,6,110
27/04/2021,27.2,18,0.5,73,67,2,160,3,90
28/04/2021,29,17.8,2.6,86,55,5,90,6,140
29/04/2021,28.3,17.8,0,85,54,5,250,4,70
30/04/2021,26.6,17.4,0.7,87,51,3,160,4,70
01/05/2021,29,16.8,0,73,40,2,110,4,140
02/05/2021,29.4,17.2,0,74,52,2,110,8,140
03/05/2021,26.6,17.5,0,68,62,2,140,9,90
04/05/2021,29.5,17.5,7.2,80,47,6,140,3,90
05/05/2021,28.2,19.2,6.3,73,59,3,110,6,90
06/05/2021,27.5,16.5,25.2,83,56,2,160,8,90
07/05/2021,26,17.5,14.6,85,60,6,230,4,270
08/05/2021,25,17,11.2,90,91,4,290,8,90
09/05/2021,24.2,17.1,0.2,87,66,2,270,6,270
10/05/2021,26.5,17,2.9,78,86,4,160,4,90
11/05/2021,27,16.8,11.8,83,67,6,180,6,90
12/05/2021,26.4,16.3,10.3,86,62,3,250,6,90
13/05/2021,27.4,16.4,0,78,60,2,180,12,140
14/05/2021,28,17,0,75,55,2,160,0,0
15/05/2021,27.4,18.2,0,63,58,2,110,4,140
16/05/2021,28.2,16.5,0,89,54,2,180,3,90
17/05/2021,29.2,17.3,0,77,54,5,140,3,70
18/05/2021,29.3,18,2.2,78,50,0,0,2,90
19/05/2021,29.3,18.2,0.099,75,56,2,340,8,290
20/05/2021,28.2,17,0,72,54,0,0,4,90
21/05/2021,29,17.2,0,71,52,6,50,3,90
22/05/2021,29.5,17.3,37.3,73,51,2,110,3,70
23/05/2021,29,17.8,1.7,73,59,3,160,8,90
24/05/2021,28.7,16.7,0,82,52,6,270,4,70
25/05/2021,28,17.2,0,80,56,6,140,5,90
26/05/2021,28.5,18,0,75,54,7,250,4,110
27/05/2021,28,17,18.7,78,52,2,180,9,70
28/05/2021,28,17.8,0,79,56,4,180,7,90
29/05/2021,29,18.4,0,68,53,3,50,6,90
30/05/2021,29,18,0,77,54,3,90,4,110
31/05/2021,29.5,18.2,0,73,52,2,140,4,90
01/06/2021,29.4,17.6,0,78,50,0,0,4,110
02/06/2021,29.2,17.1,0,82,56,2,20,5,90
03/06/2021,25.6,17.3,0,80,68,6,270,4,90
04/06/2021,28.5,17.5,0,81,51,4,90,4,90
05/06/2021,29,17,0,82,52,4,70,8,140
06/06/2021,28.4,17.6,0.099,68,47,4,110,6,140
07/06/2021,29.1,17.3,0,78,47,4,320,8,140
08/06/2021,29,16.9,0,68,46,2,110,5,70
09/06/2021,29,17,0,68,45,4,90,5,140
10/06/2021,29.6,16.5,0,68,42,3,90,7,160
11/06/2021,29,17.6,0,57,48,0,0,8,90
12/06/2021,29.6,16.8,0,76,46,2,180,6,140
13/06/2021,29.4,18,0,67,50,2,270,2,180
14/06/2021,28,20,0.6,75,64,6,110,9,270
15/06/2021,29,17,2.4,74,50,3,180,6,360
16/06/2021,26,17,15.7,90,84,6,250,9,180
17/06/2021,26.6,16,0.099,90,53,2,180,6,20
18/06/2021,26.5,17.2,31.1,78,68,2,290,2,250
19/06/2021,26.5,16,0,88,64,2,270,6,160
20/06/2021,27,16.8,0.5,90,53,2,270,3,20
21/06/2021,25.4,16.5,3.5,92,63,3,290,4,90
22/06/2021,28,16.3,15.2,88,46,0,0,8,140
23/06/2021,27.4,16.5,18,68,53,3,160,10,140
24/06/2021,26.8,16.3,0.099,74,54,6,270,4,90
25/06/2021,27.6,17,0,89,56,4,250,4,90
26/06/2021,27.7,16.8,0,77,55,3,250,4,90
27/06/2021,29,16.8,0,83,49,2,270,5,90
28/06/2021,28.4,17.6,8.4,82,53,3,290,3,90
29/06/2021,26.2,16.5,18.4,88,54,6,270,5,90
30/06/2021,24.2,16,0,78,65,4,270,3,180
01/07/2021,26.7,15.5,0,75,55,2,90,6,90
02/07/2021,27,16.4,33.8,83,57,3,270,3,20
03/07/2021,27.6,15,0,82,52,3,160,5,90
04/07/2021,27.8,17,5.7,88,65,2,270,4,270
05/07/2021,27,17,0,81,55,5,250,4,110
06/07/2021,24.8,16.7,0,88,62,8,250,6,270
07/07/2021,25.5,15.7,3.2,88,68,0,0,7,50
08/07/2021,20,15.8,0.5,92,87,4,290,7,250
09/07/2021,26.4,15,0,84,57,4,140,7,90
10/07/2021,26,16.8,0.7,86,68,4,270,6,270
11/07/2021,26.7,16.9,4.1,82,60,5,250,6,140
12/07/2021,23.6,17.5,0.2,86,80,3,270,6,90
13/07/2021,25.3,15.4,0.7,93,62,4,90,11,270
14/07/2021,27.4,17.2,0.9,89,55,1,110,6,90
15/07/2021,24.6,16.8,30.9,88,82,3,250,4,290
16/07/2021,25.6,16.5,0,92,64,3,70,7,140
17/07/2021,26,15.4,1.8,86,89,4,250,7,140
18/07/2021,26,16.4,0,82,59,0,0,3,180
19/07/2021,26.3,17,0.4,88,57,4,180,3,110
20/07/2021,25,16.3,0.099,88,63,4,160,2,360
21/07/2021,27.5,16.5,1,88,52,2,250,4,90
22/07/2021,27.5,17.2,0,88,54,4,340,7,90
23/07/2021,27,17,2.5,82,59,3,270,3,90
24/07/2021,26.8,16,0,69,59,8,250,6,270
25/07/2021,25,17.4,1.3,81,85,3,270,2,20
26/07/2021,26.5,17,95.8,88,51,2,90,13,110
27/07/2021,25.1,15.7,0.099,96,64,4,340,4,90
28/07/2021,26.1,17.4,12.2,89,60,3,250,6,90
29/07/2021,25,15.7,4.1,96,69,3,110,4,110
30/07/2021,27.5,15.5,0,88,57,0,0,7,140
31/07/2021,27.6,17.6,0,73,53,2,90,5,160
01/08/2021,27.4,16.5,0,84,44,2,110,8,140
02/08/2021,25,17.1,1.4,87,62,4,250,3,180
03/08/2021,27.5,15.7,0,91,56,2,320,3,90
04/08/2021,26.1,16.6,2.1,96,56,12,90,6,70
05/08/2021,27.8,15.8,0,85,61,2,90,10,90
06/08/2021,28.7,17.1,0,87,54,2,250,4,70
07/08/2021,28.9,15.6,0,54,52,4,340,5,70
08/08/2021,24,16.8,0,88,83,8,250,6,340
09/08/2021,26.8,16,43.1,83,70,8,250,4,290
10/08/2021,26.8,15.2,4.3,81,54,7,160,7,250
11/08/2021,27.2,16.3,0.099,75,81,6,250,2,90
12/08/2021,26.7,16.1,0,100,64,1,90,4,70
13/08/2021,26.6,16.1,29.3,90,89,6,270,3,180
